,full_name,forks_count,open_issues_count,watchers_count,star_count
734,jwilder/nginx-proxy,-0.044931668358064274,0.864311316083615,0.7911305400061236,0.7911305400061236
735,kon9chunkit/GitHub-Chinese-Top-Charts,-0.564069500832833,-2.597608514454595,0.7672895949307724,0.7672895949307724
736,fabric/fabric,-0.39129267944931745,-0.40037526407610013,0.7553691223930968,0.7553691223930968
737,luong-komorebi/Awesome-Linux-Software,-0.9144673535451963,-2.744516551543855,0.7367109914645612,0.7367109914645612
738,locustio/locust,-0.4825253000864074,-2.565671984652582,0.7213353094956753,0.7213353094956753
739,learn-anything/learn-anything,-1.2156157384800155,-2.8083896111478808,0.7164980162919808,0.7164980162919808
740,iperov/DeepFaceLab,0.31192513094807534,-1.8694556349686986,0.6928298316881902,0.6928298316881902
741,youfou/wxpy,-0.19752428163602895,-0.9816201064727369,0.6924843107450692,0.6924843107450692
742,swisskyrepo/PayloadsAllTheThings,1.0660071457714564,-2.776453081345868,0.6717530541578073,0.6717530541578073
743,pytorch/examples,2.4627543466755775,-1.4095696058197111,0.6617329468072974,0.6617329468072974
744,OWASP/CheatSheetSeries,-0.565684237481277,-2.501798925048556,0.6551680488879978,0.6551680488879978
745,powerline/powerline,-1.1518336408664747,-1.7097729859586335,0.6004029794033143,0.6004029794033143
746,equinusocio/material-theme,-1.1970462670229087,-2.8083896111478808,0.5950474047849383,0.5950474047849383
747,zulip/zulip,0.9263324256810442,5.999705308247307,0.5731068248967529,0.5731068248967529
748,cookiecutter/cookiecutter,-0.8765210423067606,-1.556477642908971,0.5637777594324851,0.5637777594324851
749,tonybeltramelli/pix2code,-0.9144673535451963,-2.821164223068686,0.530262227949745,0.530262227949745
750,junyanz/pytorch-CycleGAN-and-pix2pix,0.6114587792344505,-1.8566810230478934,0.5283618627625793,0.5283618627625793
751,Kr1s77/awesome-python-login-model,-0.06027166651828294,-2.4123766416029198,0.5273252999332162,0.5273252999332162
752,plotly/dash,-0.9645241896469625,-1.2818234866116591,0.5205876415423561,0.5205876415423561
753,matplotlib/matplotlib,1.9524975657672512,7.168582299000983,0.5197238391845536,0.5197238391845536
754,wting/autojump,-1.41180624126597,-1.8055825753646726,0.5174779530542668,0.5174779530542668
755,mnielsen/neural-networks-and-deep-learning,2.1963227996823056,-2.7892276932666733,0.5152320669239802,0.5152320669239802
756,psf/requests-html,-1.3044262541444394,-2.233532074711647,0.512813420322133,0.512813420322133
757,saltstack/salt,1.992865981978353,15.261298950831078,0.5088399294762411,0.5088399294762411
758,kivy/kivy,0.033383059091473155,1.7713087624607844,0.5012384687275784,0.5012384687275784
759,openai/gpt-2,0.16579146426388694,-2.3293416641176856,0.5010657082560178,0.5010657082560178
760,quantopian/zipline,0.6300282506915572,-0.579219830967373,0.4723874699769723,0.4723874699769723
761,apachecn/awesome-algorithm,-0.09498850445983047,-2.8147769171082837,0.4687595000742015,0.4687595000742015
762,RaRe-Technologies/gensim,1.124945033439665,-0.9496835766707239,0.4668591348870358,0.4668591348870358
763,google/yapf,-1.2777830994451123,-1.269048874690854,0.4297156335015249,0.4297156335015249
764,maxpumperla/hyperas,-1.6112262173488128,-2.3293416641176856,-0.9922758079130792,-0.9922758079130792
765,openshift/openshift-ansible,-0.0707674547331694,2.59527123135272,-0.9926213288562002,-0.9926213288562002
766,SublimeText/LaTeXTools,-1.543407278114162,-0.7197405620962302,-0.9927940893277607,-0.9927940893277607
767,balloob/pychromecast,-1.6306030571301415,-2.322954358157283,-0.9927940893277607,-0.9927940893277607
768,Veil-Framework/Veil,-1.4424862375864074,-2.7509038575042575,-0.9927940893277607,-0.9927940893277607
769,ActiveState/code,-1.3036188858202173,-2.6614815740586213,-0.9929668497993213,-0.9929668497993213
770,yoonkim/CNN_sentence,-1.1720178489720257,-2.5592846786921797,-0.9933123707424423,-0.9933123707424423
771,facebookresearch/XLM,-1.6346398987512518,-2.43792586544453,-0.9933123707424423,-0.9933123707424423
772,SublimeLinter/SublimeLinter,-1.6257588471848095,-2.7189673277022446,-0.9934851312140028,-0.9934851312140028
773,KaiyangZhou/deep-person-reid,-1.3956588747815293,-2.6806434919398288,-0.9938306521571239,-0.9938306521571239
774,web2py/web2py,-1.1647515340540273,-0.8347120693834771,-0.9940034126286843,-0.9940034126286843
775,danijar/handout,-1.7613967256541114,-2.7381292455834525,-0.9940034126286843,-0.9940034126286843
776,csujedihy/lc-all-solutions,-1.3456020386797631,-2.8147769171082837,-0.99590377781585,-0.99590377781585
777,lijiejie/subDomainsBrute,-1.2228820533980138,-2.7509038575042575,-0.9962492987589711,-0.9962492987589711
778,thomasahle/sunfish,-1.5748946427588213,-2.7317419396230496,-0.9965948197020921,-0.9965948197020921
779,getnikola/nikola,-1.5385630681688296,-2.5273481488901663,-0.9965948197020921,-0.9965948197020921
780,yandex/yandex-tank,-1.6588609484779129,-2.489024313127751,-0.9967675801736526,-0.9967675801736526
781,YCG09/chinese_ocr,-1.1784767955658018,-1.460668053502932,-0.9972858615883341,-0.9972858615883341
782,shidenggui/easyquotation,-1.2317631049644562,-2.7700657753854654,-0.9976313825314552,-0.9976313825314552
783,celery/kombu,-1.2874715193357766,-1.7991952694042699,-0.9983224244176973,-0.9983224244176973
784,Bogdanp/dramatiq,-1.7428272541970045,-2.693418103860634,-0.9997045081901814,-0.9997045081901814
785,machrisaa/tensorflow-vgg,-1.0266915506120593,-2.7317419396230496,-0.9998772686617419,-0.9998772686617419
786,qubvel/segmentation_models,-1.5006167569303939,-2.5720592906129847,-1.0007410710195446,-1.0007410710195446
787,google-research/football,-1.5635914862197127,-2.7892276932666733,-1.001259352434226,-1.001259352434226
788,layumi/Person_reID_baseline_pytorch,-1.3843557182424209,-2.6423196561774134,-1.0017776338489075,-1.0017776338489075
789,viewfinderco/viewfinder,-1.3916220331604192,-2.8020023051874783,-1.0021231547920286,-1.0021231547920286
790,tobegit3hub/tensorflow_template_application,-1.2527546813942292,-2.744516551543855,-1.002986957149831,-1.002986957149831
791,thu-ml/zhusuan,-1.5587472762743806,-2.776453081345868,-1.0036779990360731,-1.0036779990360731
792,jazzband/django-oauth-toolkit,-1.4013104530510836,-1.8630683290082959,-1.0036779990360731,-1.0036779990360731
793,rafalp/Misago,-1.5264525433054992,-2.4251512535237247,-1.0043690409223154,-1.0043690409223154
794,mwouts/jupytext,-1.6943851547436823,-2.693418103860634,-0.7777073022349188,-0.7777073022349188
795,twintproject/twint,-1.3787041399728666,-2.489024313127751,-0.7783983441211608,-0.7783983441211608
796,timofurrer/maya,-1.683889366528796,-2.8083896111478808,-0.7785711045927214,-0.7785711045927214
797,shobrook/rebound,-1.6257588471848095,-2.6423196561774134,-0.780125948836766,-0.780125948836766
798,yuanxiaosc/DeepNude-an-Image-to-Image-technology,-0.7198915874076858,-2.8275515290290887,-0.7806442302514476,-0.7806442302514476
799,SpiderLabs/Responder,-1.0081220791549523,-2.5592846786921797,-0.7815080326092502,-0.7815080326092502
800,ritiek/spotify-downloader,-1.4836620221217311,-2.310179746236478,-0.7818535535523712,-0.7818535535523712
801,mbadry1/DeepLearning.ai-Summary,-0.4881768783559617,-2.8083896111478808,-0.7832356373248552,-0.7832356373248552
802,midgetspy/Sick-Beard,-0.44215688387530566,-1.9141667766915167,-0.7839266792110974,-0.7839266792110974
803,jpadilla/pyjwt,-1.524837806657055,-2.3165670521968806,-0.7842722001542184,-0.7842722001542184
804,astorfi/Deep-Learning-Roadmap,-1.593464114215928,-2.8275515290290887,-0.7863453258129446,-0.7863453258129446
805,sphinx-doc/sphinx,-0.8797505156036488,1.8862802697480312,-0.7870363676991866,-0.7870363676991866
806,felixonmars/dnsmasq-china-list,-1.4174578195355243,-2.795614999227076,-0.7879001700569892,-0.7879001700569892
807,QUANTAXIS/QUANTAXIS,-0.7747926334547842,-2.3996020296821143,-0.7885912119432312,-0.7885912119432312
808,wal-e/wal-e,-1.595886219188594,-2.2590812985532573,-0.7887639724147918,-0.7887639724147918
809,santinic/pampy,-1.7613967256541114,-2.725354633662647,-0.7898005352441548,-0.7898005352441548
810,MongoEngine/mongoengine,-0.9742126095376269,-0.8347120693834771,-0.7899732957157154,-0.7899732957157154
811,drathier/stack-overflow-import,-1.7436346225212265,-2.763678469425063,-0.7910098585450785,-0.7910098585450785
812,guardicore/monkey,-1.524030438332833,-2.5592846786921797,-0.791182619016639,-0.791182619016639
813,msracver/Deformable-ConvNets,-1.1437599576242543,-1.8694556349686986,-0.7922191818460022,-0.7922191818460022
814,hunkim/PyTorchZeroToAll,-1.0565641786082745,-2.6423196561774134,-0.7923919423175626,-0.7923919423175626
815,apachecn/sklearn-doc-zh,-1.0412241804480558,-2.8020023051874783,-0.7936012656184862,-0.7936012656184862
816,christabor/flask_jsondash,-1.6241441105363654,-2.5273481488901663,-0.7937740260900468,-0.7937740260900468
817,googleapis/google-cloud-python,-0.8280789428534385,-1.2498869568096462,-0.7941195470331678,-0.7941195470331678
818,andresriancho/w3af,-1.0977399631435982,6.414880195673476,-0.7956743912772124,-0.7956743912772124
819,kstenerud/iOS-Universal-Framework,-1.430375712723077,-1.9652652243747375,-0.795847151748773,-0.795847151748773
820,cookiecutter-flask/cookiecutter-flask,-1.3762820350002005,-2.8020023051874783,-0.7967109541065756,-0.7967109541065756
821,CharlesShang/FastMaskRCNN,-0.952413664783632,-1.9013921647707115,-0.7977475169359386,-0.7977475169359386
822,JuanPotato/Legofy,-1.7008441013374587,-2.776453081345868,-0.7984385588221806,-0.7984385588221806
823,tensorflow/adanet,-1.4820472854732871,-2.489024313127751,-0.7993023611799832,-0.7993023611799832
824,joke2k/faker,-0.9847083977525134,-2.2207574627908415,0.2493537011923466,0.2493537011923466
825,apenwarr/sshuttle,-1.2898936243084427,-2.6870307979002317,0.2448619289317732,0.2448619289317732
826,Rochester-NRT/RocAlphaGo,0.17225041085766324,-2.635932350217011,0.24417088704553114,0.24417088704553114
827,waditu/tushare,0.9473240021108171,-1.3520838521760878,0.18646888954431892,0.18646888954431892
828,NVlabs/stylegan,-0.3662642613984343,-2.795614999227076,0.17593050077912747,0.17593050077912747
829,jhao104/proxy_pool,0.1827461990725497,-1.6906110680774256,0.17575774030756694,0.17575774030756694
830,lengstrom/fast-style-transfer,-0.11275060759271524,-2.4251512535237247,0.17489393794976438,0.17489393794976438
831,pallets/click,-1.1486041675695866,-1.2754361806512566,0.17282081229103818,0.17282081229103818
832,nltk/nltk,0.0027030627710358133,-1.1860138972056202,0.16124586069648364,0.16124586069648364
833,wifiphisher/wifiphisher,-0.2653432208706799,-1.9077794707311142,0.1553720046634261,0.1553720046634261
834,iovisor/bcc,-0.6585315947668111,-0.16404494354120386,0.14327877165419,0.14327877165419
835,chriskiehl/Gooey,-1.4473304475317397,-2.3868274177613094,0.14137840646702435,0.14137840646702435
836,dbcli/pgcli,-1.523223070008611,-2.1441097912660103,0.13723215514957196,0.13723215514957196
837,python-poetry/poetry,-1.3924294014846412,-0.20236877930361946,0.1365411132633299,0.1365411132633299
838,postmanlabs/httpbin,-0.8296936795018826,-2.227144768751244,0.1330859038321196,0.1330859038321196
839,dbcli/mycli,-1.4247241344535226,-2.0419128958995687,0.12237475459536762,0.12237475459536762
840,USTC-Resource/USTC-Course,0.22311461528365145,-2.821164223068686,0.12133819176600452,0.12133819176600452
841,horovod/horovod,-0.7901326316150029,0.30861569752858864,0.11857402422103627,0.11857402422103627
842,wagtail/wagtail,-0.3904853111250954,2.358940910817824,0.11511881478982597,0.11511881478982597
843,andymccurdy/redis-py,-0.40744004593375815,-1.4862172773445423,0.09836104904845595,0.09836104904845595
844,deepmind/sonnet,-0.8886315671700912,-2.693418103860634,0.08816818122638552,0.08816818122638552
845,kovidgoyal/kitty,-1.5304893849266092,-2.6231577382962055,0.08402192990893315,0.08402192990893315
846,facebook/chisel,-1.2422588931793426,-2.597608514454595,0.07883911576211768,0.07883911576211768
847,darknessomi/musicbox,-0.6746789612512518,-1.6906110680774256,0.07590218774558892,0.07590218774558892
848,ddbourgin/numpy-ml,-0.047353773330730375,-2.75729116346466,0.06346343379323179,0.06346343379323179
849,Eloston/ungoogled-chromium,-1.5539030663290483,-2.3676654998801014,0.05465264974364549,0.05465264974364549
850,flairNLP/flair,-1.0783631233622695,-0.43231179387811314,0.05119744031243518,0.05119744031243518
851,ShangtongZhang/reinforcement-learning-an-introduction,0.6623229836604386,-2.8147769171082837,0.04998811701151157,0.04998811701151157
852,rushter/MLAlgorithms,-0.6964779060052467,-2.776453081345868,0.049297075125269506,0.049297075125269506
853,allenai/allennlp,-0.4881768783559617,-1.8055825753646726,0.035130716457307226,0.035130716457307226
854,python/mypy,-0.9491841914867438,4.92663790689967,0.0005786221452041024,0.0005786221452041024
855,threat9/routersploit,-0.6222000201768195,-2.393214723721712,-0.0013217430419615694,-0.0013217430419615694
856,hindupuravinash/the-gan-zoo,-0.5285452945670635,-2.6998054098210367,-0.005467994359413944,-0.005467994359413944
857,Unity-Technologies/ml-agents,-0.2516179593589053,-2.099398649543192,-0.014797059823681789,-0.014797059823681789
858,idank/explainshell,-1.4473304475317397,-2.1696590151076207,-0.017733987840210554,-0.017733987840210554
859,s0md3v/XSStrike,-1.044453653744944,-2.6614815740586213,-0.019116071612694678,-0.019116071612694678
860,scrapinghub/portia,-0.8765210423067606,-2.176046321068023,-0.023607843873268086,-0.023607843873268086
861,MorvanZhou/tutorials,1.7635733778992948,-2.7509038575042575,-0.03224586745129387,-0.03224586745129387
862,falconry/falcon,-1.2236894217222358,-1.5437030309881659,-0.03621935829718573,-0.03621935829718573
863,thumbor/thumbor,-1.3141146740351037,-2.2079828508700365,-0.037774202541230366,-0.037774202541230366
864,RasaHQ/rasa,0.016428324282810415,-1.0007820243539447,-0.03984732819995655,-0.03984732819995655
865,lauris/awesome-scala,-0.9419178765687455,-2.8083896111478808,-0.05453196828260038,-0.05453196828260038
866,harelba/q,-1.574087274434599,-2.361278193919699,-0.055914052055084505,-0.055914052055084505
867,divio/django-cms,0.12461567972856315,-0.8410993753438797,-0.06351551280374719,-0.06351551280374719
868,tiangolo/fastapi,-1.5191862283875008,-1.4159569117801138,-0.07336285968269658,-0.07336285968269658
869,coleifer/peewee,-0.9104305119240861,-2.8275515290290887,-0.07768187147170948,-0.07768187147170948
870,facebookresearch/maskrcnn-benchmark,-0.2055979648782493,-0.055460742214359635,-0.08614713457817474,-0.08614713457817474
871,zalandoresearch/fashion-mnist,-0.6181631785557093,-2.712580021741842,-0.09634000240024516,-0.09634000240024516
872,samshadwell/TrumpScript,-1.5127272817937245,-2.7700657753854654,-0.09858588853053186,-0.09858588853053186
873,facebookresearch/detectron2,-0.9217336684631946,-2.597608514454595,-0.11741677993062807,-0.11741677993062807
874,docopt/docopt,-1.412613609590192,-1.3073727104532695,-0.1187988637031122,-0.1187988637031122
875,kovidgoyal/calibre,-0.8983199870607556,-2.8147769171082837,-0.1232906359636856,-0.1232906359636856
876,facebookresearch/visdom,-1.1461820625969203,-2.469862395246543,-0.12380891737836715,-0.12380891737836715
877,dbader/schedule,-1.3238030939257681,-1.8055825753646726,-0.12743688728113797,-0.12743688728113797
878,sfyc23/EverydayWechat,-0.5487295026726143,-2.7509038575042575,-0.1355566294444822,-0.1355566294444822
879,apprenticeharper/DeDRM_tools,-1.3447946703555411,-1.0518804720371655,-0.13590215038760325,-0.13590215038760325
880,spinnaker/spinnaker,-1.0557568102840524,-0.2470799210264377,-0.1376297551032084,-0.1376297551032084
881,ranger/ranger,-1.4449083425590734,-0.09378457797677524,-0.1455767367949921,-0.1455767367949921
882,donnemartin/gitsome,-1.54663675141105,-2.5912212084941926,-0.14955022764088396,-0.14955022764088396
883,mwaskom/seaborn,-0.9346515616507471,-2.278243216434465,-0.15473304178769945,-0.15473304178769945
884,google/enjarify,-1.4618630773677364,-2.776453081345868,-0.8851643155455595,-0.8851643155455595
885,pwndbg/pwndbg,-1.522415701684389,-2.310179746236478,-0.8856825969602411,-0.8856825969602411
886,aaugustin/websockets,-1.615263058969923,-2.597608514454595,-0.8863736388464831,-0.8863736388464831
887,meetshah1995/pytorch-semseg,-1.3076557274413274,-2.1441097912660103,-0.8867191597896041,-0.8867191597896041
888,Nuitka/Nuitka,-1.68550410317724,-1.9972017541767506,-0.8868919202611647,-0.8868919202611647
889,LionSec/katoolin,-1.180898900538468,-1.7097729859586335,-0.8877557226189673,-0.8877557226189673
890,Netflix/metaflow,-1.708110416255457,-2.6039958204149976,-0.8882740040336488,-0.8882740040336488
891,mesonbuild/meson,-1.2818199410662223,4.894701377097657,-0.8882740040336488,-0.8882740040336488
892,ActivityWatch/activitywatch,-1.7452493591696707,-2.303792440276075,-0.8884467645052093,-0.8884467645052093
893,OUCMachineLearning/OUCML,-1.26890204787867,-2.776453081345868,-0.8884467645052093,-0.8884467645052093
894,gongjianhui/AppleDNS,-1.5652062228681567,-2.8275515290290887,-0.8889650459198909,-0.8889650459198909
895,pytorch/ignite,-1.6435209503176942,-2.5720592906129847,-0.8893105668630119,-0.8893105668630119
896,pritunl/pritunl,-1.5345262265477195,-2.7700657753854654,-0.8893105668630119,-0.8893105668630119
897,arthepsy/ssh-audit,-1.6564388435052468,-2.629545044256608,-0.8894833273345724,-0.8894833273345724
898,slackapi/python-slackclient,-1.3891999281877532,-2.1185605674244,-0.8896560878061329,-0.8896560878061329
899,rlcode/reinforcement-learning,-1.341565197058653,-2.6550942680982184,-0.8901743692208145,-0.8901743692208145
900,datawire/ambassador,-1.544214646438384,-2.3485035819988935,-0.890692650635496,-0.890692650635496
901,infobyte/faraday,-1.3569051952188718,-2.4443131714049326,-0.8910381715786171,-0.8910381715786171
902,aosp-mirror/platform_development,0.2239219836078735,-2.8275515290290887,-0.8910381715786171,-0.8910381715786171
903,ayooshkathuria/pytorch-yolo-v3,-1.1938167937260205,-2.227144768751244,-0.8912109320501775,-0.8912109320501775
904,TuSimple/simpledet,-1.5038462302272821,-2.693418103860634,-0.8913836925217381,-0.8913836925217381
905,hamuchiwa/AutoRCCar,-0.8587589391738759,-2.58483390253379,-0.8915564529932986,-0.8915564529932986
906,kuangliu/pytorch-cifar,-1.0848220699560458,-2.501798925048556,-0.8922474948795407,-0.8922474948795407
907,marcgibbons/django-rest-swagger,-1.3722451933790902,-1.8439064111270882,-0.8925930158226617,-0.8925930158226617
908,somerandomdude/Iconic,-1.5014241252546159,-2.7892276932666733,-0.8927657762942222,-0.8927657762942222
909,secretsquirrel/the-backdoor-factory,-1.3084630957655496,-2.8275515290290887,-0.8951844228960694,-0.8951844228960694
910,sokolovstas/SublimeWebInspector,-1.753323042411891,-2.6998054098210367,-0.8955299438391905,-0.8955299438391905
911,AppScale/appscale,-1.6120335856730348,-2.4762497012069455,-0.8957027043107509,-0.8957027043107509
912,ab77/netflix-proxy,-1.3891999281877532,-2.795614999227076,-0.8967392671401141,-0.8967392671401141
913,CTFd/CTFd,-1.132456801085146,-2.099398649543192,-0.8969120276116745,-0.8969120276116745
914,kootenpv/whereami,-1.6653198950716892,-2.725354633662647,-0.7581853689485806,-0.7581853689485806
915,lektor/lektor,-1.6314104254543638,-1.33292193429488,-0.758358129420141,-0.758358129420141
916,tckmn/mkcast,-1.7953061952714369,-2.7509038575042575,-0.7585308898917016,-0.7585308898917016
917,d2l-ai/d2l-en,-1.1155020662764832,-2.693418103860634,-0.7595674527210646,-0.7595674527210646
918,s3tools/s3cmd,-1.2083494235620171,-0.9113597409083083,-0.7595674527210646,-0.7595674527210646
919,jeffkaufman/icdiff,-1.711339889552345,-2.7381292455834525,-0.7602584946073068,-0.7602584946073068
920,Newmu/dcgan_code,-1.297159939226441,-2.6423196561774134,-0.7621588597944724,-0.7621588597944724
921,Blizzard/s2client-proto,-1.5417925414657176,-2.3996020296821143,-0.7621588597944724,-0.7621588597944724
922,jarun/Buku,-1.682274629880352,-2.821164223068686,-0.7625043807375934,-0.7625043807375934
923,samuelhwilliams/Eel,-1.6217220055636992,-2.5465100667713743,-0.762677141209154,-0.762677141209154
924,hhatto/autopep8,-1.6701641050170213,-2.3165670521968806,-0.7635409435669566,-0.7635409435669566
925,Tautulli/Tautulli,-1.4521746574770718,-2.3357289700780886,-0.7638864645100776,-0.7638864645100776
926,xingyizhou/CenterNet,-1.1760546905931357,-1.7033856799982308,-0.7647502668678802,-0.7647502668678802
927,gnemoug/distribute_crawler,-0.5269305579186193,-2.6614815740586213,-0.7649230273394406,-0.7649230273394406
928,amdegroot/ssd.pytorch,-0.8910536721427573,-1.122140837601594,-0.7659595901688038,-0.7659595901688038
929,mrjbq7/ta-lib,-1.249525208097341,-2.048300201859971,-0.7664778715834852,-0.7664778715834852
930,corna/me_cleaner,-1.6790451565834636,-1.8247444932458803,-0.7666506320550458,-0.7666506320550458
931,byt3bl33d3r/CrackMapExec,-1.1671736390266934,-2.3485035819988935,-0.7668233925266064,-0.7668233925266064
932,spulec/moto,-1.0347652338542797,-0.7900009276606588,-0.7673416739412878,-0.7673416739412878
933,spadgos/sublime-jsdocs,-1.59427148254015,-1.8566810230478934,-0.7685509972422114,-0.7685509972422114
934,dabeaz/curio,-1.6733935783139096,-2.635932350217011,-0.7685509972422114,-0.7685509972422114
935,raspberrypi/documentation,-0.6948631693568027,-2.405989335642517,-0.7692420391284536,-0.7692420391284536
936,NVIDIA/apex,-1.525645174981277,-1.2882107925720618,-0.7695875600715746,-0.7695875600715746
937,lukemelas/EfficientNet-PyTorch,-1.410998872941748,-2.3996020296821143,-0.7709696438440586,-0.7709696438440586
938,MrGemy95/Tensorflow-Project-Template,-1.2462957348004529,-2.8083896111478808,-0.7720062066734218,-0.7720062066734218
939,snipsco/snips-nlu,-1.5514809613563822,-2.597608514454595,-0.7730427695027848,-0.7730427695027848
940,livid/v2ex-gae,-1.4190725561839683,-2.6550942680982184,-0.773733811389027,-0.773733811389027
941,encode/starlette,-1.6435209503176942,-2.150497097226413,-0.7742520928037084,-0.7742520928037084
942,aziz/PlainTasks,-1.5999230608097044,-2.3485035819988935,-0.7742520928037084,-0.7742520928037084
943,microsoft/nlp-recipes,-1.5894272725948178,-2.489024313127751,-0.774424853275269,-0.774424853275269
944,pypa/sampleproject,-0.9927820809947338,-2.706192715781439,-0.8573498796243165,-0.8573498796243165
945,tmux-python/tmuxp,-1.704073574634347,-2.4826370071673485,-0.8583864424536796,-0.8583864424536796
946,ecthros/uncaptcha,-1.5789314843799314,-2.8275515290290887,-0.8599412866977242,-0.8599412866977242
947,soumith/convnet-benchmarks,-1.3778967716486445,-2.58483390253379,-0.8604595681124058,-0.8604595681124058
948,Julian/jsonschema,-1.522415701684389,-2.457087783325738,-0.8611506099986478,-0.8611506099986478
949,kylemcdonald/FreeWifi,-1.6766230516107976,-2.7700657753854654,-0.8614961309417689,-0.8614961309417689
950,Greenwolf/social_mapper,-1.3682083517579802,-2.7700657753854654,-0.8616688914133294,-0.8616688914133294
951,elastic/elasticsearch-py,-1.1486041675695866,-2.233532074711647,-0.8616688914133294,-0.8616688914133294
952,zzw922cn/Automatic_Speech_Recognition,-1.409384136293304,-2.3804401118009064,-0.8620144123564504,-0.8620144123564504
953,LuminosoInsight/python-ftfy,-1.7686630405721098,-2.7892276932666733,-0.8620144123564504,-0.8620144123564504
954,encode/httpx,-1.6919630497710163,-2.4954116190881535,-0.8620144123564504,-0.8620144123564504
955,facebookarchive/python-instagram,-0.9669462946196286,-2.086624037622387,-0.863223735657374,-0.863223735657374
956,weskerfoot/DeleteFB,-1.6943851547436823,-2.7317419396230496,-0.8635692566004951,-0.8635692566004951
957,google/gif-for-cli,-1.7258725193883417,-2.744516551543855,-0.8637420170720556,-0.8637420170720556
958,openstack/nova,0.04226411065791554,-2.8275515290290887,-0.8640875380151766,-0.8640875380151766
959,Tencent/tencent-ml-images,-1.4699367606099567,-2.5912212084941926,-0.8652968613161002,-0.8652968613161002
960,sherjilozair/char-rnn-tensorflow,-1.0525273369871644,-2.5145735369693614,-0.8654696217876607,-0.8654696217876607
961,formspree/formspree,-1.662897790099023,-2.7317419396230496,-0.8656423822592213,-0.8656423822592213
962,lk-geimfari/mimesis,-1.6524020018841366,-2.763678469425063,-0.8659879032023423,-0.8659879032023423
963,bndr/pipreqs,-1.708110416255457,-2.4187639475633222,-0.8666789450885843,-0.8666789450885843
964,getsentry/responses,-1.6548241068568026,-2.4187639475633222,-0.8666789450885843,-0.8666789450885843
965,jorgebastida/glue,-1.687118839825684,-2.393214723721712,-0.8670244660317054,-0.8670244660317054
966,douban/dpark,-1.3932367698088632,-2.8275515290290887,-0.8671972265032659,-0.8671972265032659
967,anishathalye/git-remote-dropbox,-1.733946202630562,-2.776453081345868,-0.8684065498041895,-0.8684065498041895
968,dpgaspar/Flask-AppBuilder,-1.2083494235620171,-2.303792440276075,-0.86857931027575,-0.86857931027575
969,madmaze/pytesseract,-1.5183788600632788,-2.795614999227076,-0.8687520707473105,-0.8687520707473105
970,elastic/curator,-1.3956588747815293,-2.0802367316619845,-0.8692703521619921,-0.8692703521619921
971,0rpc/zerorpc-python,-1.571665169461933,-2.5528973727317767,-0.8692703521619921,-0.8692703521619921
972,mkdocs/mkdocs,-0.769948423509452,-2.322954358157283,0.2163564511242881,0.2163564511242881
973,mail-in-a-box/mailinabox,-1.0783631233622695,-1.0838170018391784,0.20357217622880996,0.20357217622880996
974,waditu/tushare,0.9473240021108171,-1.3520838521760878,0.18646888954431892,0.18646888954431892
975,NVlabs/stylegan,-0.3662642613984343,-2.795614999227076,0.17593050077912747,0.17593050077912747
976,jhao104/proxy_pool,0.1827461990725497,-1.6906110680774256,0.17575774030756694,0.17575774030756694
977,lengstrom/fast-style-transfer,-0.11275060759271524,-2.4251512535237247,0.17489393794976438,0.17489393794976438
978,pallets/click,-1.1486041675695866,-1.2754361806512566,0.17282081229103818,0.17282081229103818
979,nbedos/termtosvg,-1.5878125359463737,-2.7828403873062704,0.16228242352584674,0.16228242352584674
980,open-mmlab/mmdetection,0.16982830588499712,-0.6047690548089834,0.05016087748307209,0.05016087748307209
981,ShangtongZhang/reinforcement-learning-an-introduction,0.6623229836604386,-2.8147769171082837,0.04998811701151157,0.04998811701151157
982,rushter/MLAlgorithms,-0.6964779060052467,-2.776453081345868,0.049297075125269506,0.049297075125269506
